name,adress,totalReviews,score,description,categories,equipments,roomFeats,roomTypes,img,url
Eiffel Kennedy Hotel,"12 rue de Boulainvilliers, 75016 Paris France",752 reviews,4.5,"Finding an ideal romantic hotel in Paris does not have to be difficult. Welcome to Eiffel Kennedy Hotel, a nice option for travelers like you.The rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Eiffel Kennedy Hotel features a 24 hour front desk, a concierge, and baggage storage. In addition, as a valued Eiffel Kennedy Hotel guest, you can enjoy breakfast that is available on-site.Nearby landmarks such as Parc des Princes (1.3 mi) and Arc de Triomphe (1.7 mi) make Eiffel Kennedy Hotel a great place to stay when visiting Paris.While in Paris, you may want to check out some of the restaurants that are a short walk away from Eiffel Kennedy Hotel, including 58 Tour Eiffel (0.9 mi), Le Jules Verne (0.9 mi), and Les Ombres (1.2 mi).If you are interested in exploring Paris, check out one of the government buildings, such as Hôtel de Ville, Assemblee Nationale, and Elysee Palace.Eiffel Kennedy Hotel puts the best of Paris at your fingertips, making your stay both relaxing and enjoyable.",3,Paid public parking nearby|Free High Speed Internet (WiFi)|Breakfast available|Highchairs available|Car hire|24-hour security|Baggage storage|24-hour front desk|Street parking|Breakfast buffet|Breakfast in the room|Taxi service|Newspaper|Non-smoking hotel|Express check-in / check-out|Dry cleaning|Laundry service,Blackout curtains|Soundproof rooms|Air conditioning|Desk|Housekeeping|Minibar|Flatscreen TV|Bath / shower|Telephone|Wardrobe / closet|Private bathrooms|Wake-up service / alarm clock|Complimentary toiletries|Hair dryer,City view|Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/96/b9/08/reception.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d229533-Reviews-Eiffel_Kennedy_Hotel-Paris_Ile_de_France.html
Hotel Gramont Opera,"22 rue de Gramont, 75002 Paris France","1,357 reviews",4.5,"The soul of travel. The character. The neighborhood spirit. Welcome to the Hotel Gramont, on the fringe of the Grands Boulevards, between the Opera Garnier and the Opera Comique. At peace in a small street that discreetly reveals itself, to the discretion of a bustling neighborhood along the 25 bedrooms whose exoticism has been tamed by the architect Aurélie Lambert a warm hearted team will welcome you with sincerity.",4,Paid public parking nearby|Free High Speed Internet (WiFi)|Bar / lounge|Taxi service|24-hour security|Baggage storage|24-hour check-in|24-hour front desk|Wifi|Breakfast buffet|Breakfast in the room|Complimentary instant cofffee|Concierge|Newspaper|Non-smoking hotel|Dry cleaning|Laundry service,Blackout curtains|Soundproof rooms|Air conditioning|Desk|Housekeeping|Electric kettle|Cable / satellite TV|Bath / shower|Bathrobes|Safe|Telephone|Wardrobe / closet|Bottled water|Clothes rack|Private bathrooms|Wake-up service / alarm clock|Flatscreen TV|Complimentary toiletries|Hair dryer,City view|Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/42/48/ec/hotel-gramont.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d1443317-Reviews-Hotel_Gramont_Opera-Paris_Ile_de_France.html
Hotel Barriere Le Royal La Baule,"6 avenue Pierre Loti Cs 20174, 44504 La-Baule-Escoublac France",799 reviews,4.5,"A temple dedicated to fitness and well being located in the midst of a garden of 100 year old pine trees. The 5 star Royal La Baule offers 87 rooms and suites. Directly connected to the Thalasso & Spa Barrière, thalassotherapy centre, 300m from the Casino de La Baule and the Tennis Country Club, and close to the centre of town. The Fouquet's restaurant and Le Ponton brasserie. One indoor and one outdoor heated saltwater swimming pool, health club and bar.",4.5,Parking|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Beach|Bicycle rental|Babysitting|Wifi|Hot tub|Indoor pool|Outdoor pool|Heated pool|Fitness / spa locker rooms|Sauna|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Casino and Gambling|Golf course|Tennis court|Children Activities (Kid / Family Friendly)|Pets Allowed ( Dog / Pet Friendly )|Airport transportation|Business Center with Internet Access|Conference facilities|Banquet room|Meeting rooms|Spa|Facial treatments|Foot massage|Full body massage|Head massage|Massage|Steam room|Baggage storage|Concierge|Non-smoking hotel|Butler service|24-hour front desk|Dry cleaning|Laundry service|Self-serve laundry|Ironing service,Air conditioning|Housekeeping|Private balcony|Room service|Safe|Minibar|Flatscreen TV,Ocean view|Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/6a/5f/7c/hotel-barriere-le-royal.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187194-d228832-Reviews-Hotel_Barriere_Le_Royal_La_Baule-La_Baule_Escoublac_Loire_Atlantique_Pays_de_la_Loire.html
Hotel du Cadran,"10, Rue du Champs de Mars, 75007 Paris France",247 reviews,4.5,"Set half way between the Eiffel Tower and the Invalides Museum in a charming pedestrian street, the Hotel du Cadran, recently renovated on 2018, is superbly located for exploring numerous tourist attractions, including the Champs Elysees, the Alma Bridge, or the superb Rodin Museum. The UNESCO building is only a 5-minute walk away. There are Metro stations near the hotel, including Ecole Militaire and the area offers a warm Parisian atmosphere. Explore the charming Rue Cler and its quality food shops, enjoy a drink, a coffee or a meal at one of numerous cafes and restaurants around our hotel and watch the world go by.",3,"Free High Speed Internet (WiFi)|Coffee shop|Books, DVDs, music for children|Highchairs available|Taxi service|Photo copier / fax In business center|Baggage storage|Concierge|Wifi|Breakfast available|Breakfast buffet|Breakfast in the room|Complimentary instant cofffee|Complimentary tea|Complimentary welcome drink|Snack bar|Wine / champagne|Vending machine|Newspaper|Non-smoking hotel|24-hour check-in|24-hour front desk|Express check-in / check-out|Dry cleaning|Laundry service|Ironing service|Shoeshine",Allergy-free room|Blackout curtains|Air conditioning|Desk|Housekeeping|Coffee / tea maker|Cable / satellite TV|Bath / shower|Soundproof rooms|Interconnected rooms available|Safe|Telephone|Wardrobe / closet|Bottled water|Clothes rack|Iron|Private bathrooms|Wake-up service / alarm clock|Minibar|Flatscreen TV|Radio|Complimentary toiletries|Hair dryer,City view|Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/df/34/cf/triple-room-v18595042.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d233571-Reviews-Hotel_du_Cadran-Paris_Ile_de_France.html
Hotel La Villa des Ternes,"97 avenue des Ternes 17th Arr., 75017 Paris France",570 reviews,4.5,"La Villa des Ternes is a 4-star hotel ideally located, just a few steps from the Palais des Congres, and offering direct access to the Champs-Elysees and La Defense. Fully renovated in 2015, La Villa des Ternes will soon become a pivotal part of all your trips to Paris. Whether you are here for business or leisure, you will find plentiful entertainment options in the area around the hotel, including stores, restaurants, cinemas, theaters, performance venues, and gyms with swimming pools. Public parking nearby. The rooms also include the use of a personal dedicated smartphone, offering unlimited calls in over 100 countries. It also has a WiFi terminal, free VOD access and many other free apps.",4,Electric vehicle charging station|Free High Speed Internet (WiFi)|Bar / lounge|Babysitting|Children's television networks|Pets Allowed ( Dog / Pet Friendly )|Spa|24-hour security|Paid public parking nearby|Secured parking|Wifi|Coffee shop|Breakfast available|Breakfast buffet|Breakfast in the room|Wine / champagne|Hammam|Baggage storage|Concierge|Newspaper|Non-smoking hotel|24-hour front desk|Express check-in / check-out|Dry cleaning|Laundry service|Ironing service,Blackout curtains|Soundproof rooms|Air conditioning|Desk|Housekeeping|Coffee / tea maker|Flatscreen TV|Bath / shower|Safe|Telephone|Wardrobe / closet|Bottled water|Laptop safe|Minibar|Complimentary toiletries|Hair dryer,Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/f6/99/38/hotel-la-villa-des-ternes.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d229622-Reviews-Hotel_La_Villa_des_Ternes-Paris_Ile_de_France.html
Chateau Grand Barrail Hotel,"Route de Libourne - D243, 33330 Saint-Emilion France","1,434 reviews",4.5,"One-of-a kind property, the five-star, 19th-century Château Grand Barrail Hôtel ***** is located in the right-bank area of Bordeaux, next to a medieval town. With Saint-Emilion’s most famous wine-producing châteaux at its doorstep, it is less than an hour-drive to Bordeaux. Surrounded by a 7-acre park, Château Grand Barrail Hôtel ***** is a member of Small Luxury Hotels of the world (SLH). It offers gorgeous guest rooms, split between the château and its outbuildings, and a gourmet restaurant, wich serves innovative, mouth-watering cuisine matched with carefully selected Bordeaux’s fine wines to tempt every palate.Indulge in the hotel’s spa, offering a comprehensive array of Cinq Mondes body treatments to relax you, pamper your body and delight your senses.The hotel’s friendly and committed staff is always on hand to cater to your every need. Offering each guest a warm and personalized welcome, Château Grand Barrail Hôtel ***** is sure to meet most demanding expectations.",4,Free parking|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Bicycle rental|Pets Allowed ( Dog / Pet Friendly )|Conference facilities|Wifi|Hot tub|Outdoor pool|Heated pool|Sauna|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Banquet room|Meeting rooms|Spa|Couples massage|Foot massage|Full body massage|Massage|Baggage storage|Concierge|Non-smoking hotel|Dry cleaning|Laundry service|Ironing service,Air conditioning|Private balcony|Room service|Safe|Minibar|Flatscreen TV,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/65/21/ba/exterior.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g488277-d279126-Reviews-Chateau_Grand_Barrail_Hotel-Saint_Emilion_Gironde_Nouvelle_Aquitaine.html
Grand Hotel Thalasso & Spa,"43 Boulevard Thiers, 64500 Saint-Jean-de-Luz France","1,078 reviews",4.5,"See why so many travelers make Grand Hôtel Thalasso & Spa their hotel of choice when visiting Saint-Jean-de-Luz. Providing an ideal mix of value, comfort and convenience, it offers a charming setting with an array of amenities designed for travelers like you.While staying at Grand Hôtel Thalasso & Spa, visitors can check out La Rue Gambetta (0.2 mi) and Maison de l'Infante Joanoenia (0.4 mi), some of Saint-Jean-de-Luz's top attractions.Grand Hôtel Thalasso & Spa is a charming hotel offering a flat screen TV, a minibar, and air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.The hotel features a concierge and room service. Plus, guests can enjoy a pool and a lounge, which have made this a popular choice among travelers visiting Saint-Jean-de-Luz. For guests with a vehicle, parking is available.While in Saint-Jean-de-Luz, you may want to check out some of the restaurants that are a short walk away from Grand Hôtel Thalasso & Spa, including le Kaiku (0.3 mi), Brouillarta (0.2 mi), and La Vieille Auberge (0.3 mi).If you are interested in exploring Saint-Jean-de-Luz, check out a garden, such as Botanic Garden of Saint-Jean-de-Luz.At Grand Hôtel Thalasso & Spa, your comfort and satisfaction come first, and they look forward to welcoming you to Saint-Jean-de-Luz.",5,Parking|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Beach|Babysitting|Pets Allowed ( Dog / Pet Friendly )|Wifi|Hot tub|Indoor pool|Heated pool|Sauna|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Business Center with Internet Access|Conference facilities|Banquet room|Meeting rooms|Spa|Couples massage|Facial treatments|Foot massage|Full body massage|Hammam|Massage|Steam room|Baggage storage|Concierge|Non-smoking hotel|Dry cleaning|Laundry service,Air conditioning|Housekeeping|Private balcony|Room service|Safe|Minibar|Flatscreen TV,Ocean view|Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/28/f5/54/photo0jpg.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187089-d229675-Reviews-Grand_Hotel_Thalasso_Spa-Saint_Jean_de_Luz_Basque_Country_Pyrenees_Atlantiques_Nouvelle.html
Resort Barriere Ribeauville,"Route Departementale 106, 68150 Ribeauville France","1,609 reviews",4.5,"Admire understated interior design, mineral tones and log fire. Try counter-current rivers, floral treatments, massage jets and a Finnish sauna. Nestled in the vineyards, the Resort Barrière Ribeauvillé invites guests to unwind. Reconnect with your true nature in the splendour of the Alsace plains.",4,Free parking|Free High Speed Internet (WiFi)|Pool|Fitness / spa locker rooms|Bar / lounge|Bicycle rental|Casino and Gambling|Pets Allowed ( Dog / Pet Friendly )|Parking|Wifi|Hot tub|Indoor pool|Outdoor pool|Heated pool|Sauna|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Special diet menus|Hiking|Water park|Business Center with Internet Access|Conference facilities|Banquet room|Meeting rooms|Spa|Couples massage|Facial treatments|Foot massage|Full body massage|Hammam|Massage|Steam room|Concierge|Non-smoking hotel|Dry cleaning|Laundry service,Air conditioning|Housekeeping|Private balcony|Room service|Safe|Minibar|Refrigerator|Flatscreen TV,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/bc/78/e8/resort-barriere-ribeauville.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g424986-d2613280-Reviews-Resort_Barriere_Ribeauville-Ribeauville_Haut_Rhin_Grand_Est.html
Hotel Beaufort,"25 chaussee du Sillon, 35400, Saint-Malo France",960 reviews,4.5,"See why so many travelers make Hotel Beaufort their hotel of choice when visiting Saint-Malo. Providing an ideal mix of value, comfort and convenience, it offers a romantic setting with an array of amenities designed for travelers like you.Close to some of Saint-Malo's most popular landmarks, such as La Grand' Porte (0.8 mi) and St Vincent Cathedral (0.9 mi), Hotel Beaufort is a great destination for tourists.The rooms offer a flat screen TV, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Hotel Beaufort features a coffee shop. In addition, as a valued Hotel Beaufort guest, you can enjoy breakfast buffet that is available on-site.When you’re feeling hungry, be sure to check out Crêperie Le Tournesol, Le Millésime, and Bergamote, which are some French restaurants that are popular with locals and out-of-towners alike.There is no shortage of things to do in the area: explore popular parks such as Parc de la Briantais and La Houbarderie.At Hotel Beaufort, your comfort and satisfaction come first, and they look forward to welcoming you to Saint-Malo.",3,Free High Speed Internet (WiFi)|Wifi|Pool / beach towels|Coffee shop|Breakfast buffet|Beach|Baggage storage|Non-smoking hotel|Breakfast in the room,Private balcony|Bottled water|Flatscreen TV,Ocean view|Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/5d/a6/61/chambre-terrasse-chausey.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187104-d615505-Reviews-Hotel_Beaufort-Saint_Malo_Ille_et_Vilaine_Brittany.html
"Les Ormes, Domaine & Resort","Les Ormes, 35120, Dol-de-Bretagne France","1,286 reviews",4.0,"Located between Le Mont Saint-Michel and Saint-Malo, Domaine des Ormes, hotel residence and camping*****, is open all year in a unique 250-hectare nature.For your holidays, with family or friends, Domaine des Ormes offers several types of accommodation: tree houses, water houses, cottage hutte, hotel, apartment, mobile homes or campsite, there is something for all tastes and all budgets.The Domaine des Ormes also offers many activities on site: swimming pools and indoor water park, adventure park, paintball, pedal boats, bicycle rental, fishing and more. Also discover the 18-hole golf course or the equestrian center.There is also a large selection of restaurants (convivial atmosphere at the Club House, overlooking the golf course and the castle; refined cuisine based on local produce and market at L'Oie Gourmande, overlooking the pool; great salads and grilled meats in the restaurant - wine bar Le Cellier).At the heart of a region full of charm, Domaine des Ormes will be your starting point to visit Mont Saint-Michel, Saint-Malo, Dinan, Rennes, etc.The ideal place for successful holidays.",3,Free parking|Wifi|Pool|Bar / lounge|Archery|Bicycle rental|Children's playground|Children Activities (Kid / Family Friendly)|Paid wifi|Lazy river|Indoor pool|Outdoor pool|Heated pool|Restaurant|Breakfast available|Breakfast in the room|Game room|Golf course|Horseback riding|Mini golf|Tennis court|Water park|Entertainment staff|Evening entertainment|Fishing|Karaoke|Table tennis|Waterslide|Nightclub / DJ|Kids club|Kids pool|Kids' outdoor play equipment|Pets Allowed ( Dog / Pet Friendly )|Conference facilities|Banquet room|Meeting rooms|Chapel / shrine|Convenience store|Gift shop|Picnic area|Sun loungers / beach chairs|ATM on site|Clothes dryer|Laundry service|Self-serve laundry,Non-smoking rooms|Family rooms,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/a7/58/6a/street--v7960040.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g662876-d309466-Reviews-Les_Ormes_Domaine_Resort-Dol_de_Bretagne_Ille_et_Vilaine_Brittany.html
Mercure Aix Les Bains Domaine de Marlioz hotel & spa,"111 avenue de Marlioz Cs 50146, 73101, Aix-les-Bains France",79 reviews,4.5,"Right in the middle of a beautiful park between lake and mountains, the Mercure Aix-Les-Bains is welcoming you for both business and leisure stays. Plan your events and meetings in our 720m² flexible function spaces with natural light. Our hotel enjoys a unique location close to the train station, the horse race track, the Golf and the Casino. Enjoy our restaurant and (if more than 16 y.o.) pamper and relax in our Spa and Wellness area (9:00 am till 10:00 pm). During winter La Feclaz or Le Revard ski resorts offer downhill and cross-country skiing, during summer visit Chambery, Annecy, Lyon or Geneva. Domaine de Marlioz also includes : Medical Hydrotherapy Center, a Spa and Wellness Center (massages, hydrotherapy, beauty treatments, sauna, hammam, swimming pool, hot tub), a regional cuisine restaurant, function spaces for events, all nestled in a green setting !",4,Free parking|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Bicycle rental|Casino and Gambling|Highchairs available|Secured parking|Wifi|Hot tub|Pool / beach towels|Pool with view|Adult pool|Indoor pool|Fence around pool|Yoga classes|Fitness / spa locker rooms|Coffee shop|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Kids' meals|Outdoor dining area|Snack bar|Special diet menus|Wine / champagne|Billiards|Table tennis|Pets Allowed ( Dog / Pet Friendly )|Taxi service|Business Center with Internet Access|Conference facilities|Banquet room|Meeting rooms|Spa|Body wrap|Couples massage|Facial treatments|Foot massage|Full body massage|Hammam|Hand massage|Head massage|Light therapy|Makeup services|Manicure|Massage|Neck massage|Pedicure|Salon|Solarium|Waxing services|24-hour security|BBQ facilities|Baggage storage|Gift shop|Newspaper|Outdoor furniture|Picnic area|Shared lounge / TV area|Sun deck|Sun loungers / beach chairs|Sun terrace|Sun umbrellas|Umbrella|24-hour check-in|24-hour front desk|Express check-in / check-out|Private check-in / check-out|Dry cleaning|Laundry service,Blackout curtains|Soundproof rooms|Desk|Housekeeping|Private balcony|Room service|Flatscreen TV|Bath / shower|Safe|Seating area|Telephone|Bottled water|Clothes rack|Laptop safe|Private bathrooms|Wake-up service / alarm clock|Complimentary toiletries,Mountain view|Pool view|Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/4e/dd/a2/exterior-view.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187259-d3335451-Reviews-Mercure_Aix_Les_Bains_Domaine_de_Marlioz_hotel_spa-Aix_les_Bains_Savoie_Auvergne_Rhone.html
Pullman Cannes Mandelieu Royal Casino,"605 avenue du General de Gaulle Bp 50049, 06210 Mandelieu-la-Napoule France","1,828 reviews",4.0,"Standing in front of the Mediterranean sea, facing the Bay of Cannes, the Pullman Cannes Mandelieu Royal Casino combines relaxation with sophistication. The hotel has 213 modern rooms with clean lines with a private terrace and stunning views of the sea, the countryside golf courses. Just 15 min from the Croisette and the Palais des Festivals and 25 min from the International Nice Côte d’Azur airport. The hotel Pullman Cannes Mandelieu, located next to the Bay of Cannes, benefits from a beachfront location. This modern hotel provides entertainment and comfort to any seasoned traveller with 213 rooms. Terraces are also available with some overlooking the Lerins Islands and the Mediterranean Sea. For business travels, the Pullman hotel offers up to 1500 sqm of modular space for events or conventions. Amenities include a restaurant, bars, casino, nightclub, pool, fitlounge, private beach, direct access to the sandy beach and tennis court.",4,Free public parking nearby|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Beach|Bicycle rental|Children's television networks|Valet parking|Paid private parking on-site|Wifi|Pool / beach towels|Pool with view|Outdoor pool|Fence around pool|Coffee shop|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Kids' meals|Outdoor dining area|Snack bar|Wine / champagne|Vending machine|Swimup bar|Poolside bar|Casino and Gambling|Bowling offsite|Table tennis|Nightclub / DJ|Highchairs available|Strollers|Pets Allowed ( Dog / Pet Friendly )|Airport transportation|Car hire|Taxi service|Business Center with Internet Access|Conference facilities|Banquet room|Meeting rooms|Massage|24-hour security|Baggage storage|Concierge|Currency exchange|Newspaper|Non-smoking hotel|Outdoor furniture|Sun deck|Sun loungers / beach chairs|Sun terrace|Sun umbrellas|ATM on site|First aid kit|Umbrella|24-hour front desk|Express check-in / check-out|Dry cleaning|Laundry service|Ironing service,Blackout curtains|Soundproof rooms|Air conditioning|Private beach|Minibar|Flatscreen TV|Extra long beds|Bath / shower|Bathrobes|Desk|Housekeeping|Interconnected rooms available|Private balcony|Room service|Safe|Sofa|Telephone|Wardrobe / closet|Bottled water|Clothes rack|Iron|Private bathrooms|Wake-up service / alarm clock|On-demand movies|Complimentary toiletries|Hair dryer,Ocean view|City view|Pool view|Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/90/9b/05/pullman-cannes-mandelieu.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187230-d228811-Reviews-Pullman_Cannes_Mandelieu_Royal_Casino-Mandelieu_la_Napoule_French_Riviera_Cote_d_Azur_P.html
Hotel La Desirade,"Le Petit Cosquet - Bangor, 56360 Bangor, Belle-Ile-en-Mer France",865 reviews,5.0,"The staff is ready to do its best to offer a high quality service, meeting customers expectations, respecting the 3*** rating and the demand of the independent hotel associations to which it belongs: Hôtels de Charme et de Caractère en Bretagne, Alastair Sawday’s Special places to Stay.. Beyond this commitment, La Désirade offers a genuine and individual welcome, leaving triviality aside to focus on the essential: the guests'well-being.",3,Free parking|Free internet|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Hiking|Pets Allowed ( Dog / Pet Friendly )|Banquet room|Internet|Hot tub|Outdoor pool|Heated pool|Fence around pool|Sauna|Restaurant|Breakfast buffet|Poolside bar|Spa|Facial treatments|Massage|Concierge|Laundry service,Soundproof rooms|Flatscreen TV,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/2a/54/3e/hotel-la-desirade.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g1065632-d1186406-Reviews-Hotel_La_Desirade-Bangor_Belle_Ile_en_Mer_Morbihan_Brittany.html
Ile Rousse Hotel Thalazur Bandol,"25 boulevard Louis Lumiere, 83150, Bandol France","1,175 reviews",4.0,"Facing Rènecros Bay, the waterfront Thalazur Thalassotherapy & Spa Ile Rousse ***** Hotel offers a magical environment in which to serve your body and your mind.Discover the outdoor infinity pool with sea water heated all year round, a solarium overlooking the clear waters of Rènecros Bay and two private beaches.In discrete luxury, the hotel, with direct access by elevator to the Institute, has 67 rooms including 12 spacious suites.",5,Paid private parking on-site|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Beach|Business Center with Internet Access|Conference facilities|Secured parking|Wifi|Hot tub|Pool / beach towels|Infinity pool|Indoor pool|Outdoor pool|Heated pool|Fence around pool|Fitness / spa locker rooms|Sauna|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Poolside bar|Banquet room|Meeting rooms|Spa|Couples massage|Facial treatments|Foot massage|Full body massage|Hammam|Head massage|Massage|Salon|Solarium|Steam room|Baggage storage|Concierge|Newspaper|Non-smoking hotel|Sun loungers / beach chairs|Butler service|24-hour front desk|Dry cleaning|Laundry service|Ironing service,Soundproof rooms|Air conditioning|Private beach|Housekeeping|Private balcony|Minibar|Flatscreen TV|Hair dryer|Room service|Safe|Refrigerator,Ocean view|Bridal suite|Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/98/db/78/vue-du-toit.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g196672-d228772-Reviews-Ile_Rousse_Hotel_Thalazur_Bandol-Bandol_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_.html
Hotel l'Abbaye d'Alspach,"2 rue du Marechal Foch, 68240 Kientzheim France",267 reviews,4.0,"This superbly developed hotel used to be a convent and the charm of the original architecture has been successfully preserved. Located in the very heart of the medieval town of Kientzheim, this is an ideal base for discovering a wine-producing area. Carefully designed by the owner, the smart rooms ensure calm and comfortable nights.",3,Free parking|Free High Speed Internet (WiFi)|Sauna|Bar / lounge|Hiking|Pets Allowed ( Dog / Pet Friendly )|Non-smoking hotel|Express check-in / check-out|Parking garage|Wifi|Breakfast available|Breakfast buffet|Breakfast in the room,Minibar|Flatscreen TV,Bridal suite|Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c8/cf/1d/chambre-double-luxe.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g673005-d604954-Reviews-Hotel_l_Abbaye_d_Alspach-Kientzheim_Haut_Rhin_Grand_Est.html
Hotel A Piattatella,"Chemin Saint Francois, 20220 Monticello, Corsica France",575 reviews,5.0,"There comes a point when it is necessary to take a break, unwind and simply be aware of the flow of time...Far from the frenzy of daily life, in a place where you can contemplate the beauty of breathtaking scenery, inhale the delicate fragrances of the great outdoors and listen to the whisper of silence...Whether you are looking for activity or relaxation, you will immediately fall in love with this multi-faceted place.Our commitment: to offer you all the advantages of an authentic, refined hotel, located at the very heart of a protected and treasured natural environment.",4,Free private parking nearby|Free High Speed Internet (WiFi)|Pool|Fitness Center with Gym / Workout Room|Bar / lounge|Hiking|Tennis court offsite|Spa|Secured parking|Wifi|Hot tub|Infinity pool|Pool with view|Adult pool|Outdoor pool|Heated pool|Yoga classes|Personal trainer|Sauna|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Complimentary tea|Poolside bar|Facial treatments|Foot massage|Full body massage|Hammam|Hand massage|Head massage|Massage|Massage chair|Solarium|Steam room|Baggage storage|Newspaper|Non-smoking hotel|Shops|Sun terrace|Dry cleaning|Laundry service,Soundproof rooms|Bathrobes|Air conditioning|Desk|Private balcony|Minibar|Flatscreen TV|Complimentary toiletries|Room service|Safe|Seating area|Telephone|Wardrobe / closet|Laptop safe|Private bathrooms|Tile / marble floor|Wake-up service / alarm clock|Refrigerator|Electric kettle|Hair dryer,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/28/c5/4a/hotel-a-piattatella.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g1075556-d2102882-Reviews-Hotel_A_Piattatella-Monticello_Haute_Corse_Corsica.html
