name,adress,totalReviews,score,description,categories,equipments,roomFeats,roomTypes,img,url
Val Baussenc,"122 avenue de la Vallee des Baux Maussane-les-Alpilles, 13520 Maussane-les-Alpilles France",264 reviews,4.5,"If you’re looking for a romantic hotel in Maussane-les-Alpilles, look no further than Val Baussenc.The rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is possible, as free wifi is available, allowing you to rest and refresh with ease.Val Baussenc features newspaper. In addition, as a valued Val Baussenc guest, you can enjoy a pool and breakfast that are available on-site. Guests arriving by vehicle have access to free parking.While in Maussane-les-Alpilles, you may want to check out some of the restaurants that are a short walk away from Val Baussenc, including Aux Ateliers Chez Franck et Flo (0.1 mi), L'Oustaloun (0.3 mi), and Le clos Saint-Roch (0.2 mi).The staff at Val Baussenc looks forward to serving you during your upcoming visit.",3,Free parking|Free High Speed Internet (WiFi)|Pool|Sauna|Bar / lounge|Golf course|Pets Allowed ( Dog / Pet Friendly )|Banquet room|Parking garage|Wifi|Outdoor pool|Heated pool|Breakfast available|Breakfast buffet|Breakfast in the room|Hammam|Steam room|Newspaper|Non-smoking hotel|Laundry service,Air conditioning|Private balcony|Telephone|Minibar|Flatscreen TV|Bath / shower|Hair dryer,Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/c5/f4/d5/val-baussenc.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g678213-d589518-Reviews-Val_Baussenc-Maussane_les_Alpilles_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html
Hotel Residence Quintinie,"5 rue la Quintinie, 75015 Paris France",261 reviews,4.5,"Finding an ideal romantic hotel in Paris does not have to be difficult. Welcome to Hotel Residence Quintinie, a nice option for travelers like you.Hotel Residence Quintinie is a romantic hotel offering air conditioning, a kitchenette, and a refrigerator in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.For guests with a vehicle, there is paid private parking available nearby.Nearby landmarks such as Eiffel Tower (1.4 mi) and Latin Quarter (1.9 mi) make Hotel Residence Quintinie a great place to stay when visiting Paris.While you’re here, be sure to check out some of the Italian restaurants, including Pizzeria Popolare, César Restaurant, and LouLou Paris Restaurant, all of which are a short distance from Hotel Residence Quintinie.If you’re looking for things to do, you can check out The Catacombs of Paris (1.2 mi), Observatoire Panoramique de la Tour Montparnasse (0.7 mi), or Musée de l’Armée des Invalides (1.2 mi), which are popular attractions amongst tourists, and they are all within walking distance.Hotel Residence Quintinie puts the best of Paris at your fingertips, making your stay both relaxing and enjoyable.",3,Paid private parking nearby|Parking garage|Free High Speed Internet (WiFi)|Wifi|Breakfast in the room|Pets Allowed ( Dog / Pet Friendly )|Non-smoking hotel,Allergy-free room|Soundproof rooms|Air conditioning|Housekeeping|Kitchenette|Microwave|Flatscreen TV|Hair dryer|Refrigerator,Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/76/56/8b/hotel-residence-quintinie.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187147-d570633-Reviews-Hotel_Residence_Quintinie-Paris_Ile_de_France.html
Villa Gounod,"2 rue Gounod, 59800, Lille France",129 reviews,4.5,"Finding an ideal family-friendly hotel in Lille does not have to be difficult. Welcome to Villa Gounod, a nice option for travelers like you.Given the close proximity of popular landmarks, such as Le Tripostal (0.8 mi) and Cathedrale de la Treille (1.2 mi), guests of Villa Gounod can easily experience some of Lille's most well known attractions.Villa Gounod features a concierge. In addition, as a valued Villa Gounod guest, you can enjoy a lounge that is available on-site.While visiting Lille, you may want to try some ribs at one of the nearby restaurants, such as Le Barbier qui fume Vieux-Lille, Grill St Anne, or Hippopotamus.If you’re looking for things to do, you can check out Vieux-Lille (1.2 mi), Grand place (1.2 mi), or Old Stock Exchange (1.1 mi), which are popular attractions amongst tourists, and they are all within walking distance.Villa Gounod looks forward to welcoming you on your visit to Lille.",3,Parking|Free High Speed Internet (WiFi)|Wifi|Bicycle rental|Pets Allowed ( Dog / Pet Friendly )|Baggage storage|Concierge|Non-smoking hotel,Private balcony|Flatscreen TV,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/2c/2e/5e/au-rossignol.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187178-d4172569-Reviews-Villa_Gounod-Lille_Nord_Hauts_de_France.html
Les Messugues,"Allee des Lavandes Impasse des Messugues, 06570 St-Paul-de-Vence France",205 reviews,4.5,"The hotel's splendid heated swimming pool and is arranged with a small island. The 16 rooms with bathroom and terrace have been entirely refurbished and are equipped with satellite tv, air conditioning, phone and wifi internet. Enclose park. Petanque court and bicycle rental organization seminars and weddings.",3,"Free parking|Free High Speed Internet (WiFi)|Pool|Poolside bar|Bicycles available|Hiking|Babysitting|Books, DVDs, music for children|Secured parking|Wifi|Pool / beach towels|Swimming pool toys|Outdoor pool|Restaurant|Breakfast available|Breakfast buffet|Kid-friendly buffet|Snack bar|Wine / champagne|Darts|Table tennis|Board games / puzzles|Children Activities (Kid / Family Friendly)|Pets Allowed ( Dog / Pet Friendly )|Banquet room|Foot massage|Full body massage|Hand massage|Head massage|Massage|Neck massage|Newspaper|Non-smoking hotel|Shared lounge / TV area|Sun terrace|Sun umbrellas|Express check-in / check-out",Soundproof rooms|Air conditioning|Desk|Private balcony|Safe|Flatscreen TV|Complimentary toiletries|Hair dryer|Bottled water|Clothes rack,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/68/5c/47/messugues.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g187240-d1402605-Reviews-Les_Messugues-St_Paul_de_Vence_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html
Kyriad Quimper - Pont-L'Abbe,"4 rue Hyacinthe le Bleis Rond point de Kermaria, 29120 Pont-l'Abbe France",340 reviews,4.5,"The hotel (easy to get to) benefits from a privileged location to discover the area of Sud Finistère, just a fifteen minutes drive from its major sitesThe Hotel kyriad QUIMPER - Pont-l'Abbé is a recent establishment (opened in June 2008) where nothing is left to chance: check-in 24/24, quietness, warm welcome, free WIFI ; Rooms with 2 single beds or a king-size bed (180cm), with a duvet, fitted with a flat screen television, WIFI, a spacious storage space and a fully equipped bathroom (large shower cubicle, toilets, wash basin, hear dryer and towel heater). Upon arrival, you will find a welcome trayin your room to relax yourself around a warm drink ... The hotel has also connecting rooms to get together with your family or your friends.",3,Free parking|Free High Speed Internet (WiFi)|Breakfast buffet|Pets Allowed ( Dog / Pet Friendly )|Business Center with Internet Access|Meeting rooms|Newspaper|Non-smoking hotel|Parking|Wifi|Vending machine|Shared lounge / TV area|Express check-in / check-out,Soundproof rooms|Housekeeping|Wake-up service / alarm clock|Coffee / tea maker|Flatscreen TV|Hair dryer,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f6/ba/fe/chambre-confort.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g660462-d1085238-Reviews-Kyriad_Quimper_Pont_L_Abbe-Pont_l_Abbe_Finistere_Brittany.html
Hotel La Tramontane,"Route d Arles 94 Chemin Bas de Dromar, 13460 Saintes-Maries-de-la-Mer France",454 reviews,4.5,"Finding an ideal romantic hotel in Saintes-Maries-de-la-Mer does not have to be difficult. Welcome to Hotel La Tramontane, a nice option for travelers like you.Rooms at Hotel La Tramontane offer a flat screen TV, air conditioning, and a minibar providing exceptional comfort and convenience, and guests can go online with free wifi.A pool and an on-site restaurant will also help to make your stay even more special. If you are driving to Hotel La Tramontane, free parking is available.Given the close proximity of popular landmarks, such as Ranch de la Brouzetière (1.2 mi) and L'Eglise Notre Dame de la Mar (1.7 mi), guests of Hotel La Tramontane can easily experience some of Saintes-Maries-de-la-Mer's most well known attractions.During your visit, be sure to check out one of Saintes-Maries-de-la-Mer's popular oyster restaurants such as Le Jardin des Délices, La Cave a Huitres, and O Pica Pica, all a short distance from Hotel La Tramontane.During your visit, be sure to check out a popular lighthouse like Phare de la Gacholle, which is a short distance from the hotel.Hotel La Tramontane puts the best of Saintes-Maries-de-la-Mer at your fingertips, making your stay both relaxing and enjoyable.",3,Free parking|Free High Speed Internet (WiFi)|Wifi|Pool|Bar / lounge|Banquet room|Non-smoking hotel|Sun loungers / beach chairs|Outdoor pool|Restaurant|Breakfast buffet|Kids' meals|Poolside bar,Air conditioning|Private balcony|Telephone|Wake-up service / alarm clock|Minibar|Flatscreen TV|Complimentary toiletries|Hair dryer,Non-smoking rooms|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/46/30/4f/hotel-la-tramontane.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g196685-d1153463-Reviews-Hotel_La_Tramontane-Saintes_Maries_de_la_Mer_Bouches_du_Rhone_Provence_Alpes_Cote_d_Az.html
Hotel Escapade,"1 rue Tartane Le Port des Oursinières, 83220 Le Pradet France",234 reviews,4.5,"A ESCAPADE in this beautiful hotel of luxury and charm, unique, authentic, old stone house renovated every 50 meters from the sea with large, relaxing garden and swimming pool, quiet. Homemade breakfast served around the pool in the sun or under the pine forest or sea view terrace. Gourmet restaurant La Chanterelle waiting for you to eat only fresh and made grilled maison.Poissons. Free parking or garage close.",3,Paid private parking on-site|Free High Speed Internet (WiFi)|Pool|Restaurant|Bicycle rental|Game room|Pets Allowed ( Dog / Pet Friendly )|Car hire|Parking garage|Wifi|Pool / beach towels|Outdoor pool|Kids' meals|Wine / champagne|Canoeing offsite|Table tennis|Board games / puzzles|Business Center with Internet Access|Meeting rooms|Baggage storage|Newspaper|Non-smoking hotel|Outdoor furniture|Shared lounge / TV area|Sun loungers / beach chairs|Sun terrace|Sun umbrellas,Air conditioning|Desk|Housekeeping|Telephone|Bottled water|Flatscreen TV|Hair dryer,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/66/84/d0/la-piscine-de-l-hotel.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g644131-d1057384-Reviews-Hotel_Escapade-Le_Pradet_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html
Hotel Le Mas del Pechs,"10 route des Pechs, 24200, Sarlat-la-Caneda France",259 reviews,4.5,"On the hill of Sarlat and a mere 800 metres from the heart of the medieval town, the hotel Le Mas del Pechs offers you calm and peace in the comfort of 18 rooms each with bathroom and private wc, direct phone link, wifi, television, minibar and air-conditionning. You'll enjoy the private park and, of course, its swimming pool. Taste the delights of simply relaxing on the terrace which gives onto a patio. Hotel Le Mas Del Pechs is the ideal base for organizing your stay.",3,Free parking|Free High Speed Internet (WiFi)|Wifi|Outdoor pool|Coffee shop|Hiking|Non-smoking hotel|Outdoor furniture|Fence around pool|Breakfast buffet|Sun loungers / beach chairs|Sun umbrellas,Air conditioning|Desk|Housekeeping|Private balcony|Safe|Flatscreen TV|Complimentary toiletries|Hair dryer|Telephone|Wardrobe / closet|Private bathrooms,Non-smoking rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/bd/9c/14/suite-au-changement-de.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g196508-d953301-Reviews-Hotel_Le_Mas_del_Pechs-Sarlat_la_Caneda_Dordogne_Nouvelle_Aquitaine.html
Abbaye de la Bussiere,"route Departementale 33, 21360 La Bussiere-sur-Ouche France",670 reviews,4.5,12th c Cistercian Abbaye with 20 guests rooms and stunning 8 hectare park. 30 Minutes from Dijon and Beaune and nestled in the valley Ouche by the Burgundy canal.,4,Free parking|Free High Speed Internet (WiFi)|Restaurant|Bicycles available|Pets Allowed ( Dog / Pet Friendly )|Banquet room|Meeting rooms|Baggage storage|Electric vehicle charging station|Wifi|Breakfast buffet|Chapel / shrine|Concierge|Outdoor furniture|Butler service|Laundry service,Bathrobes|Air conditioning|Room service|Safe|Telephone|Flatscreen TV|Bath / shower|Complimentary toiletries|Wake-up service / alarm clock|Hair dryer,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/bd/77/6d/abbaye-de-la-bussiere.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g1947298-d597920-Reviews-Abbaye_de_la_Bussiere-La_Bussiere_sur_Ouche_Cote_d_Or_Bourgogne_Franche_Comte.html
Hotel La Maison Rouge,"374 rue Nationale, 62290 Noeux-les-Mines France",424 reviews,4.5,"Discover a innovative cooking in a refined decoration. This old house of character, will seduce you with its 40 bedrooms all comfort.",3,Free parking|Free High Speed Internet (WiFi)|Bar / lounge|Children Activities (Kid / Family Friendly)|Pets Allowed ( Dog / Pet Friendly )|Business Center with Internet Access|Conference facilities|Concierge|Secured parking|Wifi|Restaurant|Breakfast buffet|Breakfast in the room|Kids' meals|Banquet room|Meeting rooms|Photo copier / fax In business center|Non-smoking hotel|Laundry service|Ironing service,Air conditioning|Desk|Room service|Safe|Minibar|Flatscreen TV|Extra long beds|Bath / shower|Telephone|Wake-up service / alarm clock|Complimentary toiletries|Hair dryer,Non-smoking rooms|Suites|Family rooms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ee/89/8e/hotel-la-maison-rouge.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g1501190-d644522-Reviews-Hotel_La_Maison_Rouge-Noeux_les_Mines_Pas_de_Calais_Hauts_de_France.html
Hotel Les Herbes Folles,"1 rue de l'Eglise, 77990 Mauregard France",212 reviews,4.5,"The spectacular buildings designed by the architects at MIAM feature three modern spaces incorporating a former distillery beneath a towering glass roof. One drawing room opens out onto the terrace and garden; the other, on a mezzanine floor, seems to hover over the church steeple. Warm, vibrant fabrics by the prestigious Manuel Canovas design studio create an intimate setting and infuse elegant style into every room. A team of professional staff at this boutique hotel efficiently serve businesspeople and visitors: express check-in and check-out, the possibility of direct airport transportation, light dining at the wine bar.Do not hesitate to contact us for more information or to organize your arrival.",3,Free parking|Free High Speed Internet (WiFi)|Bar / lounge|Bicycles available|Game room|Children Activities (Kid / Family Friendly)|Airport transportation|Business Center with Internet Access|Parking garage|Wifi|Coffee shop|Restaurant|Breakfast available|Breakfast buffet|Breakfast in the room|Special diet menus|Wine / champagne|Board games / puzzles|Shuttle bus service|Banquet room|Meeting rooms|Baggage storage|Concierge|Non-smoking hotel|Outdoor furniture|Shared lounge / TV area|Sun terrace|Express check-in / check-out,Soundproof rooms|Housekeeping|Safe|Bottled water|Flatscreen TV,Non-smoking rooms|Suites,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/00/a0/c5/la-junior-suite.jpg?w=900&h=-1&s=1,https://www.tripadvisor.com/Hotel_Review-g1572506-d7176534-Reviews-Hotel_Les_Herbes_Folles-Mauregard_Seine_et_Marne_Ile_de_France.html
